method,query_id,query,rank,pmid,title,score,url,relevance
expanded,5,COPD chronic cough,8,42201045,Metabolic Syndrome Is Associated with Greater Symptom Burden and Comorbidity in Chronic Obstructive Pulmonary Disease: A Secondary Analysis of the Serbian COPD Registry.,4.5379023240700365,https://pubmed.ncbi.nlm.nih.gov/42201045/,2
expanded,5,COPD chronic cough,9,42180802,Genetic and Molecular Interconnections Between Chronic Obstructive Pulmonary Disease and Osteoporosis: Insights from Single-Cell and Mendelian Randomization Analyses.,4.515210134419801,https://pubmed.ncbi.nlm.nih.gov/42180802/,2
expanded,5,COPD chronic cough,10,42182628,Global trends and research hotspots in pulmonary rehabilitation for chronic obstructive pulmonary disease: a bibliometric analysis (2000-2024).,4.471316928740507,https://pubmed.ncbi.nlm.nih.gov/42182628/,2
expanded,6,bronchitis mucus cough,1,42181381,Atraumatic Transdiaphragmatic Intercostal Hernia Following a Coughing Spell: A Case Report.,8.883705550973989,https://pubmed.ncbi.nlm.nih.gov/42181381/,1
expanded,6,bronchitis mucus cough,2,42176270,FOXA1-mediated CEPT1 deficiency in airway epithelium drives asthma via an ER stress-mitochondrial dysfunction axis.,7.459799555571418,https://pubmed.ncbi.nlm.nih.gov/42176270/,1
expanded,6,bronchitis mucus cough,3,42198355,Mucoactive Agents in Muco-Obstructive Lung Diseases: A Critical Reappraisal of Pharmacological Effects and Clinical Outcomes.,6.629781747470299,https://pubmed.ncbi.nlm.nih.gov/42198355/,1
expanded,6,bronchitis mucus cough,4,42157303,Recombinant Echinococcus granulosus myophilin alleviates airway inflammation in mice with ovalbumin-induced allergic asthma via the gut microbiota-metabolite-immune axis.,6.528039599737504,https://pubmed.ncbi.nlm.nih.gov/42157303/,1
expanded,6,bronchitis mucus cough,5,42193150,Pneumocystis Colonization Is Associated with Enhanced Pulmonary Remodeling and Activation of Redox-Responsive Pathways in a COPD Experimental Model.,6.503601962633564,https://pubmed.ncbi.nlm.nih.gov/42193150/,1
expanded,6,bronchitis mucus cough,6,42158656,"Asthma: onset at young, persist when grow up.",6.124091240011185,https://pubmed.ncbi.nlm.nih.gov/42158656/,1
expanded,6,bronchitis mucus cough,7,42165218,Impact of body composition on airway inflammation: analyzing FeNO z-scores in non-asthmatic school-aged children using GAMLSS modeling.,5.751986724355282,https://pubmed.ncbi.nlm.nih.gov/42165218/,1
expanded,6,bronchitis mucus cough,8,42181900,EV-associated non-coding RNAs in paediatric asthma airway remodelling: current mechanistic evidence and therapeutic perspectives.,5.716650354006357,https://pubmed.ncbi.nlm.nih.gov/42181900/,1
expanded,6,bronchitis mucus cough,9,42169749,Deacetyl Ophiopojaponin A ameliorates Asthma by Inhibiting L-Type Calcium Channel Cav2.3 to Reduce Calcium Load in Airway Epithelial Cells.,5.537471335501346,https://pubmed.ncbi.nlm.nih.gov/42169749/,1
expanded,6,bronchitis mucus cough,10,42202638,Cannabichromeorcin targets cathepsin L to alleviate oxidative stress-Driven airway inflammation in severe asthma.,5.253064522184653,https://pubmed.ncbi.nlm.nih.gov/42202638/,1
expanded,7,lung infection fever,1,42164886,Temperature Variability and Chronic Obstructive Pulmonary Disease: The China Pulmonary Health Study.,10.892345960917506,https://pubmed.ncbi.nlm.nih.gov/42164886/,2
expanded,7,lung infection fever,2,42182805,A pilot study on the relationship between temperature and humidity and the detection of basidiomycetes in sputum from patients with chronic cough in the Nagasaki region.,9.594154391655229,https://pubmed.ncbi.nlm.nih.gov/42182805/,1
expanded,7,lung infection fever,3,42198639,Epidemiological Analysis of Environmental Factors Affecting Porcine Pleuropneumonia in a Herd Endemic for Actinobacillus pleuropneumoniae.,8.297651709389012,https://pubmed.ncbi.nlm.nih.gov/42198639/,0
expanded,7,lung infection fever,4,42180475,Impact of atmospheric NO(2) on pediatric asthma visits in Jinan: effect modification by season and apparent temperature.,7.410112609213504,https://pubmed.ncbi.nlm.nih.gov/42180475/,1
expanded,7,lung infection fever,5,42198771,Wastewater-Based Surveillance of SARS-CoV-2 for Early Warning of COVID-19 Infection Dynamics.,7.13053478410555,https://pubmed.ncbi.nlm.nih.gov/42198771/,2
expanded,7,lung infection fever,6,42157123,Predicting societal risk factors for respiratory co-infections: a cross-sectional study based on multi-source fever clinic data.,6.153066717752543,https://pubmed.ncbi.nlm.nih.gov/42157123/,2
expanded,7,lung infection fever,7,42198578,Synergistic Effects of Air Pollutants and Extreme Temperature on Asthma: A Narrative Review of Mechanisms and Evidence.,5.177235039605449,https://pubmed.ncbi.nlm.nih.gov/42198578/,1
expanded,7,lung infection fever,8,42168872,Antibacterial mechanism and in vivo efficacy of cladribine against carbapenem-resistant Klebsiella pneumoniae.,4.746043617922608,https://pubmed.ncbi.nlm.nih.gov/42168872/,0
expanded,7,lung infection fever,9,42205716,Life-Threatening Necrotizing Pneumonia in a Pediatric Patient: A Complicated Case From Palestine.,4.602024148996055,https://pubmed.ncbi.nlm.nih.gov/42205716/,1
expanded,7,lung infection fever,10,42181226,The effect of wildfire air pollution on local hospital admissions in New York.,4.223159695512967,https://pubmed.ncbi.nlm.nih.gov/42181226/,0
expanded,8,asthma wheezing children,1,42194153,"Factors Influencing Asthma in Children at Early Childhood Development Centres in a Densely Populated Urban Informal Township in Gauteng Province, South Africa.",12.841373476703378,https://pubmed.ncbi.nlm.nih.gov/42194153/,2
expanded,8,asthma wheezing children,2,42161543,"Association of early-life human rhinovirus and respiratory syncytial virus infections with childhood asthma: a cohort study in Suzhou, China.",6.788634464641532,https://pubmed.ncbi.nlm.nih.gov/42161543/,2
expanded,8,asthma wheezing children,3,42215885,DCLK1 mediates airway epithelial barrier disruption through NF-kappaB activation in severe asthma.,6.256458866266441,https://pubmed.ncbi.nlm.nih.gov/42215885/,2
expanded,8,asthma wheezing children,4,42158373,RSV-infected children with mixed infections: clinical features and early predictive indicators of codetection with Streptococcus pneumoniae and Haemophilus influenzae.,5.879335292862447,https://pubmed.ncbi.nlm.nih.gov/42158373/,2
expanded,8,asthma wheezing children,5,42169113,Qingre Runzao oral liquid and its key compound ophiopogonin D inhibit CXCL9 and block CXCL9/CXCR3 axis to ameliorate asthma by suppressing RAS/ERK pathway.,5.548201609039772,https://pubmed.ncbi.nlm.nih.gov/42169113/,2
expanded,8,asthma wheezing children,6,42194240,Early Risk Stratification for Subsequent Small Airway Dysfunction in Hospitalized Children with Mycoplasma Pneumoniae Pneumonia: A Retrospective Cohort Study.,5.033428962077347,https://pubmed.ncbi.nlm.nih.gov/42194240/,2
expanded,8,asthma wheezing children,7,42158656,"Asthma: onset at young, persist when grow up.",4.821492460132284,https://pubmed.ncbi.nlm.nih.gov/42158656/,2
expanded,8,asthma wheezing children,8,42204487,A prospective observational pilot study assessing childhood asthma control in areas with increased urban environmental greenery.,4.7654155937691405,https://pubmed.ncbi.nlm.nih.gov/42204487/,2
expanded,8,asthma wheezing children,9,42188340,Association of Plasma IL-6 with Indoor Radon Exposure in Children with Non-Allergic Asthma.,4.653418704684309,https://pubmed.ncbi.nlm.nih.gov/42188340/,2
expanded,8,asthma wheezing children,10,42158358,"Safety and Efficacy of Nebulized Inhalation of Polymyxin B Sulfate for Carbapenem-Resistant Gram-Negative Bacterial Pneumonia: A Multi-Center, Prospective, Observational Study.",4.553642431633162,https://pubmed.ncbi.nlm.nih.gov/42158358/,1
expanded,9,respiratory failure oxygen,1,42216363,Effect of integrated nursing on serum inflammatory factors and oxygenation indices in children with severe respiratory failure: A prospective quasi-experimental controlled study.,8.162958331027422,https://pubmed.ncbi.nlm.nih.gov/42216363/,2
expanded,9,respiratory failure oxygen,2,42201062,Breathing Under Pressure: Psychological Burden and Recovery Trajectories in Patients Receiving Non-Invasive Respiratory Support from Acute COVID-19 to Respiratory Rehabilitation.,6.966051610664247,https://pubmed.ncbi.nlm.nih.gov/42201062/,2
expanded,9,respiratory failure oxygen,3,42158133,Effectiveness of traditional Chinese Medicine Breathing-Daoyin Rehabilitation Techniques on lung function and exercise endurance in COPD: a systematic review and meta-analysis.,6.6421363908279,https://pubmed.ncbi.nlm.nih.gov/42158133/,1
expanded,9,respiratory failure oxygen,4,42173973,"A randomized controlled trial of adjunctive speleotherapy in asthma, COPD and long COVID.",6.6031345827781225,https://pubmed.ncbi.nlm.nih.gov/42173973/,1
expanded,9,respiratory failure oxygen,5,42207714,Short-term prediction of COPD exacerbations based on wearable vital sign monitoring.,6.346559778101886,https://pubmed.ncbi.nlm.nih.gov/42207714/,1
expanded,9,respiratory failure oxygen,6,42195248,Clinical Outcomes and Risk Factors of Healthcare-Associated Infections in Surgical Wards: A Retrospective Cohort Study.,6.222738273831771,https://pubmed.ncbi.nlm.nih.gov/42195248/,0
expanded,9,respiratory failure oxygen,7,42177124,"Molecular and clinical characterization of human adenovirus type 21 (HAdV-21) associated with respiratory tract infections in hospitalized adults in Hangzhou, China, 2022-2024.",6.046230829053011,https://pubmed.ncbi.nlm.nih.gov/42177124/,2
expanded,9,respiratory failure oxygen,8,42212111,STAT2 R148 variant: A 16th-century founder mutation and clinical response to high-dose JAK inhibitor therapy.,5.79186294381601,https://pubmed.ncbi.nlm.nih.gov/42212111/,0
expanded,9,respiratory failure oxygen,9,42188368,Recognition of Obstructive Sleep Apnea: An Exploratory Bayesian Modeling Analysis.,5.465179282945155,https://pubmed.ncbi.nlm.nih.gov/42188368/,0
expanded,9,respiratory failure oxygen,10,42187468,Low-Effort Respiratory Function Estimation with a Soft Wearable Digital Spirometry Patch.,5.427348658244612,https://pubmed.ncbi.nlm.nih.gov/42187468/,2
expanded,10,chest pain difficulty breathing,1,42207455,Asthma daytime and nighttime symptom diaries: content validity and qualitative exploration of meaningful change in patients with moderate-to-severe asthma.,9.516696808061322,https://pubmed.ncbi.nlm.nih.gov/42207455/,1
expanded,10,chest pain difficulty breathing,2,42181442,Thoracic Imaging Findings in Systemic Lupus Erythematosus.,7.534272588789484,https://pubmed.ncbi.nlm.nih.gov/42181442/,0
expanded,10,chest pain difficulty breathing,3,42163989,"Quantitative assessment of thoracic morphometry in interstitial lung diseases: a CT-based comparison of nonspecific interstitial pneumonia, usual interstitial pneumonia, and healthy control.",7.508656117358028,https://pubmed.ncbi.nlm.nih.gov/42163989/,1
expanded,10,chest pain difficulty breathing,4,42201061,Task-Evoked Pupillary Dynamics Are Altered in Post-COVID Syndrome.,7.281992209895326,https://pubmed.ncbi.nlm.nih.gov/42201061/,0
expanded,10,chest pain difficulty breathing,5,42201088,"Spontaneous Pneumomediastinum, Subcutaneous Emphysema, and Pneumoperitoneum in RT-PCR-Confirmed Measles: A Pediatric Case Report.",7.151984859048971,https://pubmed.ncbi.nlm.nih.gov/42201088/,0
expanded,10,chest pain difficulty breathing,6,42158683,A case report of X-linked agammaglobulinemia complicated with necrotic pneumonia.,5.052461076217117,https://pubmed.ncbi.nlm.nih.gov/42158683/,1
expanded,10,chest pain difficulty breathing,7,42207578,"A case series of 21 adult cows with acute infectious bronchopneumonia: clinical, laboratory, and thoracic ultrasonographic findings.",5.026120136864569,https://pubmed.ncbi.nlm.nih.gov/42207578/,0
expanded,10,chest pain difficulty breathing,8,42187468,Low-Effort Respiratory Function Estimation with a Soft Wearable Digital Spirometry Patch.,4.042307333260214,https://pubmed.ncbi.nlm.nih.gov/42187468/,1
expanded,10,chest pain difficulty breathing,9,42205504,Breath-by-breath: unmasking cardio-respiratory conditions through capnography waveforms - the general breathing record study.,3.90962449243347,https://pubmed.ncbi.nlm.nih.gov/42205504/,2
expanded,10,chest pain difficulty breathing,10,42157124,"Prevalence, associated factors and treatment prescriptions for community-acquired pneumonia: a cross-sectional study at the largest children's hospital in the Ashanti Region, Ghana.",3.90962449243347,https://pubmed.ncbi.nlm.nih.gov/42157124/,1
